OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Leng_1,Shape_Le_12,rid,RCA_area,h2oAreaKm2,RCA_poly_h2oAreaKm2
18,1,18,1,18,0,18,side,active, ,Y,5,EB, , ,691,60.613836910099998,58.000000000000000, ,25.000000000000000,4.000000000000000,5,EB,{7EA79AF7-710B-4CB6-B93C-7E3C66BB5FEA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26303.080000000001746,106.439999999999998,AK,190803090603,Poker Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,45149.785570699998061,1,45149.785570699998061, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,212.720316478000001,3528.698036310000134,3528.698036310000134,4438,3.039806142180000,110.328478153999995,110.328478153698001
19,1,19,1,19,0,19,side,active, ,Y,13,EB, , ,692,98.930860415100000,153.000000000000000, ,39.000000000000000,6.000000000000000,13,EB,{7EA79AF7-710B-4CB6-B93C-7E3C66BB5FEA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26303.080000000001746,106.439999999999998,AK,190803090603,Poker Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,45149.785570699998061,1,45149.785570699998061, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,223.812284153000007,4723.011997159999737,4723.011997159999737,4532,8.274116683400001,62.235846814299997,62.235846814334899
20,1,20,1,20,0,20,side,active, ,M,16,EB, , ,693,71.918013495699995,71.000000000000000, ,32.000000000000000,4.000000000000000,16,EB,{7EA79AF7-710B-4CB6-B93C-7E3C66BB5FEA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26303.080000000001746,106.439999999999998,AK,190803090603,Poker Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,45149.785570699998061,1,45149.785570699998061, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,228.301355066000013,4723.011997159999737,4723.011997159999737,4532,8.274116683400001,62.235846814299997,62.235846814334899
21,1,21,1,21,0,21,side,active, ,Y,20,EB, , ,695,271.935861734000014,644.000000000000000, ,108.000000000000000,29.000000000000000,20,EB,{7EA79AF7-710B-4CB6-B93C-7E3C66BB5FEA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26303.080000000001746,106.439999999999998,AK,190803090603,Poker Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,45149.785570699998061,1,45149.785570699998061, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,237.362419652999989,4723.011997159999737,4723.011997159999737,4532,8.274116683400001,62.235846814299997,62.235846814334899
22,1,23,1,22,0,22,side,active, ,Y,24,EB, , ,697,211.972555682999996,1522.000000000000000, ,96.000000000000000,33.000000000000000,24,EB,{1381589F-E5B7-4CD6-B48D-9B6BB6B407CB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11681.889999999999418,47.270000000000003,AK,190803090601,Belle Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,36373.738052200002130,1,36373.738052200002130, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,254.590112612000013,5773.863016909999715,5773.863016909999715,4851,10.747165698500000,50.119024860600000,50.119024860637502
23,1,24,1,23,0,23,main,active, ,Y,25,EB, , ,698,284.508195160000014,1691.000000000000000, ,105.000000000000000,37.000000000000000,25,EB,{1381589F-E5B7-4CD6-B48D-9B6BB6B407CB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11681.889999999999418,47.270000000000003,AK,190803090601,Belle Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,36373.738052200002130,1,36373.738052200002130, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,255.099456709999998,5773.863016909999715,5773.863016909999715,4851,10.747165698500000,50.119024860600000,50.119024860637502
24,1,25,1,24,1,24,main,active, ,Y,26,EB, , ,699,97.168142475600007,456.000000000000000, ,37.000000000000000,22.000000000000000,26,EB,{1381589F-E5B7-4CD6-B48D-9B6BB6B407CB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11681.889999999999418,47.270000000000003,AK,190803090601,Belle Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,36373.738052200002130,1,36373.738052200002130,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,289.846772439000006,5773.863016909999715,5773.863016909999715,4851,10.747165698500000,50.119024860600000,50.119024860637502
25,1,28,1,25,1,25,main,active, ,M,29,EB, , ,702,29.000563895799999,50.000000000000000, ,8.000000000000000,9.000000000000000,29,EB,{1381589F-E5B7-4CD6-B48D-9B6BB6B407CB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11681.889999999999418,47.270000000000003,AK,190803090601,Belle Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,36373.738052200002130,1,36373.738052200002130,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,384.796482003999984,6826.662602430000334,6826.662602430000334,4987,21.475382661200001,21.475382661200001,21.475382661249501
26,1,29,1,26,0,26,main,active, ,Y,30,EB, , ,703,149.691692804000013,432.000000000000000, ,64.000000000000000,9.000000000000000,30,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,230.341902027999993,472.602660110999977,472.602660110999977,4687,0.115650190279000,103.279365155999997,103.279365155514000
27,1,30,1,27,0,27,side,active, ,M,31,EB, , ,0,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , ,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,229.653874225000010,472.602660110999977,472.602660110999977,4687,0.115650190279000,103.279365155999997,103.279365155514000
28,1,31,1,28,1,28,side,active, ,Y,32,EB, , ,705,211.217631783000002,1040.000000000000000, ,89.000000000000000,16.000000000000000,32,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,234.615699785999993,1855.195789699999978,1855.195789699999978,4678,0.963000018144000,88.730165081899997,88.730165081922607
29,1,32,1,29,1,29,side,active, ,Y,33,EB, , ,706,64.108904708200001,187.000000000000000, ,20.000000000000000,14.000000000000000,33,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,233.871448004000001,1855.195789699999978,1855.195789699999978,4678,0.963000018144000,88.730165081899997,88.730165081922607
30,1,33,1,30,0,30,main,active, ,Y,34,EB, , ,707,170.281079796000000,419.000000000000000, ,75.000000000000000,7.000000000000000,34,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,231.010563084000012,1855.195789699999978,1855.195789699999978,4678,0.963000018144000,88.730165081899997,88.730165081922607
31,1,34,1,31,0,31,main,active, ,Y,35,EB, , ,708,163.173982056999989,422.000000000000000, ,89.000000000000000,7.000000000000000,35,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,230.291335164999992,1855.195789699999978,1855.195789699999978,4678,0.963000018144000,88.730165081899997,88.730165081922607
32,1,38,1,32,1,32,main,active, ,Y,39,EB, , ,712,99.054453350399996,258.000000000000000, ,42.000000000000000,8.000000000000000,39,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,241.401248898000006,1855.195789699999978,1855.195789699999978,4678,0.963000018144000,88.730165081899997,88.730165081922607
33,1,39,1,33,1,33,side,active, ,M,42,EB, , ,0,678469.609866000013426,0.000000000000000, ,0.000000000000000,0.000000000000000, , ,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,244.135535817000004,4750.796836909999911,4750.796836909999911,4691,6.247500408830000,12.786907794999999,12.786907794951899
34,1,40,1,34,1,34,main,active, ,Y,43,EB, , ,714,306.431639710000013,1246.000000000000000, ,143.000000000000000,14.000000000000000,43,EB,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,42725.318093800000497,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,241.780384806999990,3909.164112129999921,3909.164112129999921,4692,4.195042267120000,74.980257268800003,74.980257268826904
35,1,41,1,35,0,35,side,active, ,M,19,EB, , ,715,72.265648772199995,118.000000000000000, ,28.000000000000000,8.000000000000000,19,EB,{7EA79AF7-710B-4CB6-B93C-7E3C66BB5FEA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26303.080000000001746,106.439999999999998,AK,190803090603,Poker Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,45149.785570699998061,1,45149.785570699998061, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,235.424579474000012,4723.011997159999737,4723.011997159999737,4532,8.274116683400001,62.235846814299997,62.235846814334899
