OID_,Join_Count,TARGET_FID,ID,DOWN_ID,CHAN_ID,LENGTH_M,AREA_SQKM,ELEV_M,OUT_DIST,SRC_DIST,FROM_DIST,GRADIENT,MNANPRC_M,MEANANNCMS,WIDTH_M,DEPTH_M,MAX_GRAD_D,LAKE,STRM_ORDER,AZIMTH_DEG,SINUOSITY,VAL_WIDTH,FP_WIDTH,DROPMAX,Fish,Basin_ID,VWI_Floor,ValCnstrnt,FlowVel,BFQ,StrmPow,BeavHab,FISH_RESID,GEP_Cum,GEP,IP_CHIN2,CCon,MERGE_SRC,uID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m_1,Width_m_1,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length
11,,,11.000000000000000,10.000000000000000,1.000000000000000,110.355300000000000,3726.074200000000019,92.400000000000006,1.003000000000000,301.366089999999986,1.003000000000000,0.000000000000000,0.403100000000000,24.633800000000001,19.123200000000001,0.340700000000000,0.000300000000000,0.000000000000000,6.000000000000000,279.5799866,1.172300000000000,2896.617400000000089,1511.357700000000023,0.000000000000000,1,5090905,151.4700012,79.031999999999996,0.5061000,3.297000000000000,0.000000000000000,1,1,0.169500000000000,0.011700000000000,0.892800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT11,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.160461059868396
12,,,12.000000000000000,11.000000000000000,1.000000000000000,102.071100000000001,3721.271000000000186,92.400000000000006,1.105020000000000,301.264070000000004,1.105020000000000,0.000000000000000,0.403100000000000,24.625000000000000,19.119800000000001,0.340700000000000,0.000300000000000,0.000000000000000,6.000000000000000,270.5499878,1.090300000000000,3242.885999999999967,1625.396700000000010,0.000000000000000,1,5090905,169.6100006,85.010999999999996,0.5061000,3.297000000000000,0.000000000000000,1,1,0.169700000000000,0.010300000000000,0.892800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT12,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.242521102619150
13,,,13.000000000000000,12.000000000000000,1.000000000000000,103.284300000000002,3721.255099999999857,92.400000000000006,1.205150000000000,301.163929999999993,1.205150000000000,0.000000000000000,0.403100000000000,24.624500000000001,19.119599999999998,0.340700000000000,0.000300000000000,0.000000000000000,6.000000000000000,255.5700073,1.047400000000000,2915.948699999999917,1700.985100000000102,0.000000000000000,1,5090905,152.5099945,88.965999999999994,0.5061000,3.297000000000000,0.000000000000000,1,1,0.169700000000000,0.006000000000000,0.892800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT13,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.811684935546978
14,,,14.000000000000000,13.000000000000000,1.000000000000000,104.497500000000002,3720.965099999999893,92.400000000000006,1.302980000000000,301.066100000000006,1.302980000000000,0.000000000000000,0.403100000000000,24.623400000000000,19.119199999999999,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,246.5800018,1.030300000000000,2007.295000000000073,1716.918300000000045,0.000000000000000,1,5090905,104.9899979,89.801000000000002,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.009700000000000,0.892700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT14,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.051461363611196
15,,,15.000000000000000,14.000000000000000,1.000000000000000,106.568500000000000,3720.913599999999860,92.400000000000006,1.401560000000000,300.967530000000011,1.401560000000000,0.000000000000000,0.403100000000000,24.623200000000001,19.119100000000000,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,246.0599976,1.020000000000000,1687.396700000000010,1616.367299999999886,0.000000000000000,1,5090905,88.2600021,84.542000000000002,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.017000000000000,0.892700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT15,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.219572066511532
16,,,16.000000000000000,15.000000000000000,1.000000000000000,105.710700000000003,3720.900599999999940,92.400000000000006,1.499610000000000,300.869480000000010,1.499610000000000,0.000000000000000,0.403100000000000,24.623100000000001,19.119000000000000,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,239.3899994,1.009400000000000,1332.280199999999923,1459.453600000000051,0.000000000000000,1,5090905,69.6800003,76.334999999999994,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.014700000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT16,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.029173358018923
17,,,17.000000000000000,16.000000000000000,1.000000000000000,102.781700000000001,3720.878700000000208,92.400000000000006,1.598430000000000,300.770660000000021,1.598430000000000,0.000000000000000,0.403100000000000,24.623000000000001,19.119000000000000,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,234.1900024,1.004700000000000,1140.179799999999886,1380.151699999999892,0.000000000000000,1,5090905,59.6399994,72.186999999999998,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.019000000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.940538168767304
18,,,18.000000000000000,17.000000000000000,1.000000000000000,107.781700000000001,3720.871099999999842,92.400000000000006,1.697270000000000,300.671820000000025,1.697270000000000,0.000000000000000,0.403100000000000,24.622000000000000,19.118600000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,237.6300049,1.005200000000000,1036.701399999999921,1325.901200000000017,0.000000000000000,1,5090905,54.2200012,69.350999999999999,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.009400000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT18,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.932985105235332
19,,,19.000000000000000,18.000000000000000,1.000000000000000,105.710700000000003,3720.643099999999777,92.400000000000006,1.797980000000000,300.571109999999976,1.797980000000000,0.000000000000000,0.403100000000000,24.621800000000000,19.118500000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,238.1199951,1.006100000000000,1019.192300000000046,1216.998499999999922,0.000000000000000,1,5090905,53.3100014,63.655000000000001,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.020600000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.677623194723651
20,,,20.000000000000000,19.000000000000000,1.000000000000000,108.639600000000002,3720.634300000000167,92.400000000000006,1.897320000000000,300.471769999999992,1.897320000000000,0.000000000000000,0.403100000000000,24.621800000000000,19.118500000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,243.8500061,1.005900000000000,810.569899999999961,1107.571200000000090,0.000000000000000,1,5090905,42.4000015,57.932000000000002,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.018600000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.043734809533731
21,,,21.000000000000000,20.000000000000000,1.000000000000000,109.497500000000002,3720.627199999999903,92.400000000000006,1.997040000000000,300.372050000000002,1.997040000000000,0.000000000000000,0.403100000000000,24.621800000000000,19.118500000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,249.3999939,1.004700000000000,704.111700000000042,1043.705799999999954,0.000000000000000,1,5090905,36.8300018,54.591000000000001,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.021500000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT21,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.790851876409334
22,,,22.000000000000000,21.000000000000000,1.000000000000000,106.568500000000000,3720.617900000000191,92.400000000000006,2.099200000000000,300.269889999999975,2.099200000000000,0.000000000000000,0.403100000000000,24.621700000000001,19.118500000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,246.7599945,1.003600000000000,726.268199999999979,924.247100000000046,0.000000000000000,1,5090905,37.9900017,48.343000000000004,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.015000000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT22,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.160464460453085
23,,,23.000000000000000,22.000000000000000,1.000000000000000,109.497500000000002,3720.598399999999856,92.400000000000006,2.197000000000000,300.172090000000026,2.197000000000000,0.000000000000000,0.403100000000000,24.621500000000001,19.118400000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,249.4100037,1.003900000000000,777.725500000000011,826.008799999999951,0.000000000000000,1,5090905,40.6800003,43.204999999999998,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.016500000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT23,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.469080789911359
24,,,24.000000000000000,23.000000000000000,1.000000000000000,109.497500000000002,3720.551500000000033,92.400000000000006,2.298540000000000,300.070539999999994,2.298540000000000,0.000100000000000,0.403100000000000,24.620899999999999,19.118200000000002,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,250.3699951,1.007400000000000,798.501499999999965,801.058300000000031,0.000000000000000,1,5090905,41.7700005,41.899999999999999,0.1600000,1.042000000000000,1.021000000000000,1,1,0.169700000000000,0.015000000000000,0.893900000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT24,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.956416638017103
25,,,25.000000000000000,24.000000000000000,1.000000000000000,107.426400000000001,3720.303499999999985,92.400000000000006,2.400880000000000,299.968209999999999,2.400880000000000,0.000000000000000,0.403200000000000,24.620100000000001,19.117899999999999,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,253.3300018,1.022600000000000,703.677699999999959,825.009500000000003,0.000000000000000,1,5090905,36.8100014,43.154000000000003,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.013800000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.627491014786656
26,,,26.000000000000000,25.000000000000000,1.000000000000000,103.284300000000002,3720.274699999999939,92.400000000000006,2.499920000000000,299.869169999999997,2.499920000000000,0.000000000000000,0.403200000000000,24.618200000000002,19.117100000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,257.7300110,1.041600000000000,595.914099999999962,780.102800000000002,0.000000000000000,1,5090905,31.1700001,40.805999999999997,0.5060000,3.295000000000000,0.000000000000000,1,1,0.169700000000000,0.014800000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT26,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.501943085340329
27,,,27.000000000000000,26.000000000000000,1.000000000000000,106.213200000000001,3718.272199999999884,92.400000000000006,2.597420000000000,299.771669999999972,2.597420000000000,0.000000000000000,0.403200000000000,24.609700000000000,19.113900000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,273.5599976,1.054800000000000,402.408500000000004,675.158599999999979,0.000000000000000,1,5090905,21.0499992,35.323000000000000,0.5060000,3.294000000000000,0.000000000000000,1,1,0.169800000000000,0.013200000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT27,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.417061414744879
28,,,28.000000000000000,27.000000000000000,1.000000000000000,103.284300000000002,3718.169400000000223,92.400000000000006,2.698930000000000,299.670149999999978,2.698930000000000,0.000000000000000,0.403200000000000,24.609200000000001,19.113700000000001,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,283.7399902,1.060200000000000,212.539400000000001,583.988000000000056,0.000000000000000,1,5090905,11.1199999,30.553000000000001,0.5060000,3.294000000000000,0.000000000000000,1,1,0.169800000000000,0.022900000000000,0.892500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT28,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.742606688028204
29,,,29.000000000000000,28.000000000000000,1.000000000000000,107.781700000000001,3718.139900000000125,92.400000000000006,2.796800000000000,299.572279999999978,2.796800000000000,0.000000000000000,0.403200000000000,24.609100000000002,19.113600000000002,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,301.5199890,1.118300000000000,166.411900000000003,518.837800000000016,0.000000000000000,1,5090905,8.7100000,27.145000000000000,0.5060000,3.294000000000000,0.000000000000000,1,1,0.169800000000000,0.015800000000000,0.890600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT29,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.066049998690247
30,,,30.000000000000000,29.000000000000000,1.000000000000000,99.142099999999999,3718.126000000000204,92.400000000000006,2.896220000000000,299.472860000000026,2.896220000000000,0.000000000000000,0.403200000000000,24.608899999999998,19.113600000000002,0.340600000000000,0.000300000000000,0.000000000000000,6.000000000000000,274.2000122,1.131400000000000,129.591399999999993,452.194599999999980,0.000000000000000,1,5090905,6.7800002,23.658000000000001,0.5060000,3.294000000000000,0.000000000000000,1,1,0.169800000000000,0.016200000000000,0.877500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHAT,CHAT30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.628635521255177
