"","V1","HUC12","POP_rate","TOTAL_LENGTH_KM","PASS_LENGTH_KM","basin"
"119",2489,190803060501,50,29859.48,24619.68,"chen"
"120",2510,190803060502,50,66493.8,35763.48,"chen"
"121",2531,190803060503,50,22169.52,8811.72,"chen"
"122",2552,190803060504,50,57283.56,23571.72,"chen"
"123",2573,190803060505,50,77888.52,39069.72,"chen"
"124",2594,190803060506,50,28472.04,21106.8,"chen"
"125",2615,190803060507,50,31291.2,31291.2,"chen"
"126",2636,190803060601,50,31099.32,29195.28,"chen"
"127",2657,190803060602,50,59349.96,59349.96,"chen"
"128",2678,190803060603,50,50671.08,32737.68,"chen"
"129",2699,190803060604,50,27468.36,27468.36,"chen"
"130",2720,190803060605,50,38833.56,28191.6,"chen"
"131",2741,190803060606,50,51969.96,51969.96,"chen"
"132",2762,190803060607,50,28560.6,28560.6,"chen"
"133",2783,190803060608,50,38213.64,28663.92,"chen"
"134",2804,190803060609,50,54744.84,54744.84,"chen"
"135",2825,190803060701,50,2583,2583,"chen"
"136",2846,190803060702,50,5859.72,5859.72,"chen"
"137",2867,190803060703,50,1402.2,1402.2,"chen"
"138",2888,190803060704,50,162.36,162.36,"chen"
"139",2909,190803060705,50,11719.44,11719.44,"chen"
"140",2930,190803060706,50,6095.88,6095.88,"chen"
"141",2951,190803060801,50,43512.48,36619.56,"chen"
"142",2972,190803060802,50,25711.92,25711.92,"chen"
"143",2993,190803060803,50,51881.4,44634.24,"chen"
"144",3014,190803060804,50,69194.88,69194.88,"chen"
"145",3035,190803060901,50,9239.76,9239.76,"chen"
"146",3056,190803060902,50,23143.68,23143.68,"chen"
"147",3077,190803060903,50,44383.32,44383.32,"chen"
"148",3098,190803060904,50,47601,47601,"chen"
"149",3119,190803060905,50,16575.48,16575.48,"chen"
"150",3140,190803060906,50,72117.36,66183.84,"chen"
"151",3161,190803060907,50,46346.4,46346.4,"chen"
"152",3182,190803070101,50,52737.48,48398.04,"shaw"
"153",3203,190803070102,50,19379.88,18553.32,"shaw"
"154",3224,190803070103,50,45888.84,41519.88,"shaw"
"155",3245,190803070104,50,51468.12,51468.12,"shaw"
"156",3266,190803070105,50,45578.88,43645.32,"shaw"
"157",3287,190803070106,50,56309.4,56309.4,"shaw"
"158",3308,190803070107,50,38228.4,38228.4,"shaw"
"159",3329,190803070108,50,44073.36,43276.32,"shaw"
"160",3350,190803070109,50,24472.08,24472.08,"shaw"
"161",3371,190803070110,50,20619.72,14730.48,"shaw"
"162",3392,190803070111,50,90803.52,90803.52,"shaw"
"163",3413,190803090401,50,56575.08,14302.44,"chat"
"164",3434,190803090402,50,15424.2,15424.2,"chat"
"165",3455,190803090403,50,29313.36,27217.44,"chat"
"166",3476,190803090404,50,1712.16,1712.16,"chat"
"167",3497,190803090406,50,1520.28,1520.28,"chat"
"168",3518,190803090501,50,45165.6,37431.36,"chat"
"169",3539,190803090502,50,37977.48,37977.48,"chat"
"170",3560,190803090503,50,51719.04,51719.04,"chat"
"171",3581,190803090504,50,10774.8,10774.8,"chat"
"172",3602,190803090505,50,12177,12177,"chat"
"173",3623,190803090506,50,23261.76,2819.16,"chat"
"174",3644,190803090507,50,13667.76,13667.76,"chat"
"175",3665,190803090508,50,27084.6,27084.6,"chat"
"176",3686,190803090601,50,20531.16,20531.16,"chat"
"177",3707,190803090602,50,29918.52,3394.8,"chat"
"178",3728,190803090603,50,35763.48,23187.96,"chat"
"179",3749,190803090604,50,21461.04,20147.4,"chat"
"180",3770,190803090605,50,959.4,959.4,"chat"
"181",3791,190803090606,50,11955.6,11955.6,"chat"
"182",3812,190803090607,50,14435.28,14435.28,"chat"
"183",3833,190803090608,50,26789.4,26789.4,"chat"
"184",3854,190803090609,50,22494.24,22494.24,"chat"
"185",3875,190803090701,50,30346.56,30346.56,"chat"
"186",3896,190803090702,50,14538.6,14538.6,"chat"
"187",3917,190803090703,50,25269.12,25269.12,"chat"
"188",3938,190803090704,50,9963,9963,"chat"
"189",3959,190803090705,50,54803.88,54803.88,"chat"
"190",3980,190803090706,50,23763.6,16693.56,"chat"
"191",4001,190803090707,50,8398.44,8398.44,"chat"
"192",4022,190803090708,50,23084.64,23084.64,"chat"
"193",4043,190803090801,50,14184.36,14184.36,"chat"
"194",4064,190803090802,50,33608.52,33608.52,"chat"
"195",4085,190803090803,50,38243.16,38243.16,"chat"
"196",4106,190803090804,50,14376.24,14376.24,"chat"
"197",4127,190803090805,50,48516.12,48516.12,"chat"
"198",4148,190803090806,50,25106.76,25106.76,"chat"
"199",4169,190803090901,50,36102.96,36102.96,"chat"
"200",4190,190803090902,50,6273,6273,"chat"
"201",4211,190803090903,50,15645.6,15645.6,"chat"
