"","HUC12","POP_rate","TOTAL_LENGTH_KM","PASS_LENGTH_KM","basin"
"52",190803031403,45,6804.36,6804.36,"good"
"53",190803031403,50,6804.36,6804.36,"good"
"54",190803031403,55,6804.36,6804.36,"good"
"55",190803031403,60,6804.36,6804.36,"good"
"56",190803031403,65,6804.36,6804.36,"good"
"57",190803031403,70,6804.36,6804.36,"good"
"58",190803031403,75,6804.36,6804.36,"good"
"59",190803031403,80,6804.36,6804.36,"good"
"60",190803031403,85,6804.36,6804.36,"good"
"61",190803031403,90,6804.36,6804.36,"good"
"62",190803031403,95,6804.36,6804.36,"good"
"63",190803031403,100,6804.36,6804.36,"good"
"64",190803031404,0,6819.12,6819.12,"good"
"65",190803031404,5,6819.12,6819.12,"good"
"66",190803031404,10,6819.12,6819.12,"good"
"67",190803031404,15,6819.12,6819.12,"good"
"68",190803031404,20,6819.12,6819.12,"good"
"69",190803031404,25,6819.12,6819.12,"good"
"70",190803031404,30,6819.12,6819.12,"good"
"71",190803031404,35,6819.12,6819.12,"good"
"72",190803031404,40,6819.12,6819.12,"good"
"73",190803031404,45,6819.12,6819.12,"good"
"74",190803031404,50,6819.12,6819.12,"good"
"75",190803031404,55,6819.12,6819.12,"good"
"76",190803031404,60,6819.12,6819.12,"good"
"77",190803031404,65,6819.12,6819.12,"good"
"78",190803031404,70,6819.12,6819.12,"good"
"79",190803031404,75,6819.12,6819.12,"good"
"80",190803031404,80,6819.12,6819.12,"good"
"81",190803031404,85,6819.12,6819.12,"good"
"82",190803031404,90,6819.12,6819.12,"good"
"83",190803031404,95,6819.12,6819.12,"good"
"84",190803031404,100,6819.12,6819.12,"good"
"85",190803031405,0,25992.36,25992.36,"good"
"86",190803031405,5,25992.36,25992.36,"good"
"87",190803031405,10,25992.36,25992.36,"good"
"88",190803031405,15,25992.36,25992.36,"good"
"89",190803031405,20,25992.36,25992.36,"good"
"90",190803031405,25,25992.36,25992.36,"good"
"91",190803031405,30,25992.36,25992.36,"good"
"92",190803031405,35,25992.36,25992.36,"good"
"93",190803031405,40,25992.36,25992.36,"good"
"94",190803031405,45,25992.36,25992.36,"good"
"95",190803031405,50,25992.36,25992.36,"good"
"96",190803031405,55,25992.36,25992.36,"good"
"97",190803031405,60,25992.36,25992.36,"good"
"98",190803031405,65,25992.36,25992.36,"good"
"99",190803031405,70,25992.36,25992.36,"good"
"100",190803031405,75,25992.36,25992.36,"good"
"101",190803031405,80,25992.36,25992.36,"good"
"102",190803031405,85,25992.36,25992.36,"good"
"103",190803031405,90,25992.36,25992.36,"good"
"104",190803031405,95,25992.36,25992.36,"good"
"105",190803031405,100,25992.36,25992.36,"good"
"106",190803031406,0,2789.64,2789.64,"good"
"107",190803031406,5,2789.64,2789.64,"good"
"108",190803031406,10,2789.64,2789.64,"good"
"109",190803031406,15,2789.64,2789.64,"good"
"110",190803031406,20,2789.64,2789.64,"good"
"111",190803031406,25,2789.64,2789.64,"good"
"112",190803031406,30,2789.64,2789.64,"good"
"113",190803031406,35,2789.64,2789.64,"good"
"114",190803031406,40,2789.64,2789.64,"good"
"115",190803031406,45,2789.64,2789.64,"good"
"116",190803031406,50,2789.64,2789.64,"good"
"117",190803031406,55,2789.64,2789.64,"good"
"118",190803031406,60,2789.64,2789.64,"good"
"119",190803031406,65,2789.64,2789.64,"good"
"120",190803031406,70,2789.64,2789.64,"good"
"121",190803031406,75,2789.64,2789.64,"good"
"122",190803031406,80,2789.64,2789.64,"good"
"123",190803031406,85,2789.64,2789.64,"good"
"124",190803031406,90,2789.64,2789.64,"good"
"125",190803031406,95,2789.64,2789.64,"good"
"126",190803031406,100,2789.64,2789.64,"good"
"127",190803031407,0,5918.76,5918.76,"good"
"128",190803031407,5,5918.76,5918.76,"good"
"129",190803031407,10,5918.76,5918.76,"good"
"130",190803031407,15,5918.76,5918.76,"good"
"131",190803031407,20,5918.76,5918.76,"good"
"132",190803031407,25,5918.76,5918.76,"good"
"133",190803031407,30,5918.76,5918.76,"good"
"134",190803031407,35,5918.76,5918.76,"good"
"135",190803031407,40,5918.76,5918.76,"good"
"136",190803031407,45,5918.76,5918.76,"good"
"137",190803031407,50,5918.76,5918.76,"good"
"138",190803031407,55,5918.76,5918.76,"good"
"139",190803031407,60,5918.76,5918.76,"good"
"140",190803031407,65,5918.76,5918.76,"good"
"141",190803031407,70,5918.76,5918.76,"good"
"142",190803031407,75,5918.76,5918.76,"good"
"143",190803031407,80,5918.76,5918.76,"good"
"144",190803031407,85,5918.76,5918.76,"good"
"145",190803031407,90,5918.76,5918.76,"good"
"146",190803031407,95,5918.76,5918.76,"good"
"147",190803031407,100,5918.76,5918.76,"good"
"148",190803031501,0,8324.64,8324.64,"good"
"149",190803031501,5,8324.64,8324.64,"good"
"150",190803031501,10,8324.64,8324.64,"good"
"151",190803031501,15,8324.64,8324.64,"good"
"152",190803031501,20,8324.64,8324.64,"good"
"153",190803031501,25,8324.64,8324.64,"good"
"154",190803031501,30,8324.64,8324.64,"good"
"155",190803031501,35,8324.64,8324.64,"good"
"156",190803031501,40,8324.64,8324.64,"good"
"157",190803031501,45,8324.64,8324.64,"good"
"158",190803031501,50,8324.64,8324.64,"good"
"159",190803031501,55,8324.64,8324.64,"good"
"160",190803031501,60,8324.64,8324.64,"good"
"161",190803031501,65,8324.64,8324.64,"good"
"162",190803031501,70,8324.64,8324.64,"good"
"163",190803031501,75,8324.64,8324.64,"good"
"164",190803031501,80,8324.64,8324.64,"good"
"165",190803031501,85,8324.64,8324.64,"good"
"166",190803031501,90,8324.64,8324.64,"good"
"167",190803031501,95,8324.64,8324.64,"good"
"168",190803031501,100,8324.64,8324.64,"good"
"169",190803031502,0,12295.08,12295.08,"good"
"170",190803031502,5,12295.08,12295.08,"good"
"171",190803031502,10,12295.08,12295.08,"good"
"172",190803031502,15,12295.08,12295.08,"good"
"173",190803031502,20,12295.08,12295.08,"good"
"174",190803031502,25,12295.08,12295.08,"good"
"175",190803031502,30,12295.08,12295.08,"good"
"176",190803031502,35,12295.08,12295.08,"good"
"177",190803031502,40,12295.08,12295.08,"good"
"178",190803031502,45,12295.08,12295.08,"good"
"179",190803031502,50,12295.08,12295.08,"good"
"180",190803031502,55,12295.08,12295.08,"good"
"181",190803031502,60,12295.08,12295.08,"good"
"182",190803031502,65,12295.08,12295.08,"good"
"183",190803031502,70,12295.08,12295.08,"good"
"184",190803031502,75,12295.08,12295.08,"good"
"185",190803031502,80,12295.08,12295.08,"good"
"186",190803031502,85,12295.08,12295.08,"good"
"187",190803031502,90,12295.08,12295.08,"good"
"188",190803031502,95,12295.08,12295.08,"good"
"189",190803031502,100,12295.08,12295.08,"good"
"190",190803031503,0,13623.48,13623.48,"good"
"191",190803031503,5,13623.48,13623.48,"good"
"192",190803031503,10,13623.48,13623.48,"good"
"193",190803031503,15,13623.48,13623.48,"good"
"194",190803031503,20,13623.48,13623.48,"good"
"195",190803031503,25,13623.48,13623.48,"good"
"196",190803031503,30,13623.48,13623.48,"good"
"197",190803031503,35,13623.48,13623.48,"good"
"198",190803031503,40,13623.48,13623.48,"good"
"199",190803031503,45,13623.48,13623.48,"good"
"200",190803031503,50,13623.48,13623.48,"good"
"201",190803031503,55,13623.48,13623.48,"good"
"202",190803031503,60,13623.48,13623.48,"good"
"203",190803031503,65,13623.48,13623.48,"good"
"204",190803031503,70,13623.48,13623.48,"good"
"205",190803031503,75,13623.48,13623.48,"good"
"206",190803031503,80,13623.48,13623.48,"good"
"207",190803031503,85,13623.48,13623.48,"good"
"208",190803031503,90,13623.48,13623.48,"good"
"209",190803031503,95,13623.48,13623.48,"good"
"210",190803031503,100,13623.48,13623.48,"good"
"211",190803031504,0,31040.28,31040.28,"good"
"212",190803031504,5,31040.28,31040.28,"good"
"213",190803031504,10,31040.28,31040.28,"good"
"214",190803031504,15,31040.28,31040.28,"good"
"215",190803031504,20,31040.28,31040.28,"good"
"216",190803031504,25,31040.28,31040.28,"good"
"217",190803031504,30,31040.28,31040.28,"good"
"218",190803031504,35,31040.28,31040.28,"good"
"219",190803031504,40,31040.28,31040.28,"good"
"220",190803031504,45,31040.28,31040.28,"good"
"221",190803031504,50,31040.28,31040.28,"good"
"222",190803031504,55,31040.28,31040.28,"good"
"223",190803031504,60,31040.28,31040.28,"good"
"224",190803031504,65,31040.28,31040.28,"good"
"225",190803031504,70,31040.28,31040.28,"good"
"226",190803031504,75,31040.28,31040.28,"good"
"227",190803031504,80,31040.28,31040.28,"good"
"228",190803031504,85,31040.28,31040.28,"good"
"229",190803031504,90,31040.28,31040.28,"good"
"230",190803031504,95,31040.28,31040.28,"good"
"231",190803031504,100,31040.28,31040.28,"good"
"232",190803031505,0,7571.88,7571.88,"good"
"233",190803031505,5,7571.88,7571.88,"good"
"234",190803031505,10,7571.88,7571.88,"good"
"235",190803031505,15,7571.88,7571.88,"good"
"236",190803031505,20,7571.88,7571.88,"good"
"237",190803031505,25,7571.88,7571.88,"good"
"238",190803031505,30,7571.88,7571.88,"good"
"239",190803031505,35,7571.88,7571.88,"good"
"240",190803031505,40,7571.88,7571.88,"good"
"241",190803031505,45,7571.88,7571.88,"good"
"242",190803031505,50,7571.88,7571.88,"good"
"243",190803031505,55,7571.88,7571.88,"good"
"244",190803031505,60,7571.88,7571.88,"good"
"245",190803031505,65,7571.88,7571.88,"good"
"246",190803031505,70,7571.88,7571.88,"good"
"247",190803031505,75,7571.88,7571.88,"good"
"248",190803031505,80,7571.88,7571.88,"good"
"249",190803031505,85,7571.88,7571.88,"good"
"250",190803031505,90,7571.88,7571.88,"good"
"251",190803031505,95,7571.88,7571.88,"good"
"252",190803031505,100,7571.88,7571.88,"good"
"253",190803031506,0,24117.84,24117.84,"good"
"254",190803031506,5,24117.84,24117.84,"good"
"255",190803031506,10,24117.84,24117.84,"good"
"256",190803031506,15,24117.84,24117.84,"good"
"257",190803031506,20,24117.84,24117.84,"good"
"258",190803031506,25,24117.84,24117.84,"good"
"259",190803031506,30,24117.84,24117.84,"good"
"260",190803031506,35,24117.84,24117.84,"good"
"261",190803031506,40,24117.84,24117.84,"good"
"262",190803031506,45,24117.84,24117.84,"good"
"263",190803031506,50,24117.84,24117.84,"good"
"264",190803031506,55,24117.84,24117.84,"good"
"265",190803031506,60,24117.84,24117.84,"good"
"266",190803031506,65,24117.84,24117.84,"good"
"267",190803031506,70,24117.84,24117.84,"good"
"268",190803031506,75,24117.84,24117.84,"good"
"269",190803031506,80,24117.84,24117.84,"good"
"270",190803031506,85,24117.84,24117.84,"good"
"271",190803031506,90,24117.84,24117.84,"good"
"272",190803031506,95,24117.84,24117.84,"good"
"273",190803031506,100,24117.84,24117.84,"good"
"274",190803031507,0,13918.68,11512.8,"good"
"275",190803031507,5,13918.68,11512.8,"good"
"276",190803031507,10,13918.68,11512.8,"good"
"277",190803031507,15,13918.68,11675.16,"good"
"278",190803031507,20,13918.68,11675.16,"good"
"279",190803031507,25,13918.68,11675.16,"good"
"280",190803031507,30,13918.68,11675.16,"good"
"281",190803031507,35,13918.68,11675.16,"good"
"282",190803031507,40,13918.68,11675.16,"good"
"283",190803031507,45,13918.68,11675.16,"good"
"284",190803031507,50,13918.68,11675.16,"good"
"285",190803031507,55,13918.68,11675.16,"good"
"286",190803031507,60,13918.68,11999.88,"good"
"287",190803031507,65,13918.68,11999.88,"good"
"288",190803031507,70,13918.68,13918.68,"good"
"289",190803031507,75,13918.68,13918.68,"good"
"290",190803031507,80,13918.68,13918.68,"good"
"291",190803031507,85,13918.68,13918.68,"good"
"292",190803031507,90,13918.68,13918.68,"good"
"293",190803031507,95,13918.68,13918.68,"good"
"294",190803031507,100,13918.68,13918.68,"good"
"295",190803031508,0,12413.16,12413.16,"good"
"296",190803031508,5,12413.16,12413.16,"good"
"297",190803031508,10,12413.16,12413.16,"good"
"298",190803031508,15,12413.16,12413.16,"good"
"299",190803031508,20,12413.16,12413.16,"good"
"300",190803031508,25,12413.16,12413.16,"good"
"301",190803031508,30,12413.16,12413.16,"good"
"302",190803031508,35,12413.16,12413.16,"good"
"303",190803031508,40,12413.16,12413.16,"good"
"304",190803031508,45,12413.16,12413.16,"good"
"305",190803031508,50,12413.16,12413.16,"good"
"306",190803031508,55,12413.16,12413.16,"good"
"307",190803031508,60,12413.16,12413.16,"good"
"308",190803031508,65,12413.16,12413.16,"good"
"309",190803031508,70,12413.16,12413.16,"good"
"310",190803031508,75,12413.16,12413.16,"good"
"311",190803031508,80,12413.16,12413.16,"good"
"312",190803031508,85,12413.16,12413.16,"good"
"313",190803031508,90,12413.16,12413.16,"good"
"314",190803031508,95,12413.16,12413.16,"good"
"315",190803031508,100,12413.16,12413.16,"good"
"316",190803031509,0,14774.76,11247.12,"good"
"317",190803031509,5,14774.76,11247.12,"good"
"318",190803031509,10,14774.76,14774.76,"good"
"319",190803031509,15,14774.76,14774.76,"good"
"320",190803031509,20,14774.76,14774.76,"good"
"321",190803031509,25,14774.76,14774.76,"good"
"322",190803031509,30,14774.76,14774.76,"good"
"323",190803031509,35,14774.76,14774.76,"good"
"324",190803031509,40,14774.76,14774.76,"good"
"325",190803031509,45,14774.76,14774.76,"good"
"326",190803031509,50,14774.76,14774.76,"good"
"327",190803031509,55,14774.76,14774.76,"good"
"328",190803031509,60,14774.76,14774.76,"good"
"329",190803031509,65,14774.76,14774.76,"good"
"330",190803031509,70,14774.76,14774.76,"good"
"331",190803031509,75,14774.76,14774.76,"good"
"332",190803031509,80,14774.76,14774.76,"good"
"333",190803031509,85,14774.76,14774.76,"good"
"334",190803031509,90,14774.76,14774.76,"good"
"335",190803031509,95,14774.76,14774.76,"good"
"336",190803031509,100,14774.76,14774.76,"good"
"337",190803031510,0,10022.04,10022.04,"good"
"338",190803031510,5,10022.04,10022.04,"good"
"339",190803031510,10,10022.04,10022.04,"good"
"340",190803031510,15,10022.04,10022.04,"good"
"341",190803031510,20,10022.04,10022.04,"good"
"342",190803031510,25,10022.04,10022.04,"good"
"343",190803031510,30,10022.04,10022.04,"good"
"344",190803031510,35,10022.04,10022.04,"good"
"345",190803031510,40,10022.04,10022.04,"good"
"346",190803031510,45,10022.04,10022.04,"good"
"347",190803031510,50,10022.04,10022.04,"good"
"348",190803031510,55,10022.04,10022.04,"good"
"349",190803031510,60,10022.04,10022.04,"good"
"350",190803031510,65,10022.04,10022.04,"good"
"351",190803031510,70,10022.04,10022.04,"good"
"352",190803031510,75,10022.04,10022.04,"good"
"353",190803031510,80,10022.04,10022.04,"good"
"354",190803031510,85,10022.04,10022.04,"good"
"355",190803031510,90,10022.04,10022.04,"good"
"356",190803031510,95,10022.04,10022.04,"good"
"357",190803031510,100,10022.04,10022.04,"good"
"358",190803031511,0,8737.92,8737.92,"good"
"359",190803031511,5,8737.92,8737.92,"good"
"360",190803031511,10,8737.92,8737.92,"good"
"361",190803031511,15,8737.92,8737.92,"good"
"362",190803031511,20,8737.92,8737.92,"good"
"363",190803031511,25,8737.92,8737.92,"good"
"364",190803031511,30,8737.92,8737.92,"good"
"365",190803031511,35,8737.92,8737.92,"good"
"366",190803031511,40,8737.92,8737.92,"good"
"367",190803031511,45,8737.92,8737.92,"good"
"368",190803031511,50,8737.92,8737.92,"good"
"369",190803031511,55,8737.92,8737.92,"good"
"370",190803031511,60,8737.92,8737.92,"good"
"371",190803031511,65,8737.92,8737.92,"good"
"372",190803031511,70,8737.92,8737.92,"good"
"373",190803031511,75,8737.92,8737.92,"good"
"374",190803031511,80,8737.92,8737.92,"good"
"375",190803031511,85,8737.92,8737.92,"good"
"376",190803031511,90,8737.92,8737.92,"good"
"377",190803031511,95,8737.92,8737.92,"good"
"378",190803031511,100,8737.92,8737.92,"good"
"379",190803031601,0,4590.36,4590.36,"good"
"380",190803031601,5,4590.36,4590.36,"good"
"381",190803031601,10,4590.36,4590.36,"good"
"382",190803031601,15,4590.36,4590.36,"good"
"383",190803031601,20,4590.36,4590.36,"good"
"384",190803031601,25,4590.36,4590.36,"good"
"385",190803031601,30,4590.36,4590.36,"good"
"386",190803031601,35,4590.36,4590.36,"good"
"387",190803031601,40,4590.36,4590.36,"good"
"388",190803031601,45,4590.36,4590.36,"good"
"389",190803031601,50,4590.36,4590.36,"good"
"390",190803031601,55,4590.36,4590.36,"good"
"391",190803031601,60,4590.36,4590.36,"good"
"392",190803031601,65,4590.36,4590.36,"good"
"393",190803031601,70,4590.36,4590.36,"good"
"394",190803031601,75,4590.36,4590.36,"good"
"395",190803031601,80,4590.36,4590.36,"good"
"396",190803031601,85,4590.36,4590.36,"good"
"397",190803031601,90,4590.36,4590.36,"good"
"398",190803031601,95,4590.36,4590.36,"good"
"399",190803031601,100,4590.36,4590.36,"good"
"400",190803031602,0,5564.52,5564.52,"good"
"401",190803031602,5,5564.52,5564.52,"good"
"402",190803031602,10,5564.52,5564.52,"good"
"403",190803031602,15,5564.52,5564.52,"good"
"404",190803031602,20,5564.52,5564.52,"good"
"405",190803031602,25,5564.52,5564.52,"good"
"406",190803031602,30,5564.52,5564.52,"good"
"407",190803031602,35,5564.52,5564.52,"good"
"408",190803031602,40,5564.52,5564.52,"good"
"409",190803031602,45,5564.52,5564.52,"good"
"410",190803031602,50,5564.52,5564.52,"good"
"411",190803031602,55,5564.52,5564.52,"good"
"412",190803031602,60,5564.52,5564.52,"good"
"413",190803031602,65,5564.52,5564.52,"good"
"414",190803031602,70,5564.52,5564.52,"good"
"415",190803031602,75,5564.52,5564.52,"good"
"416",190803031602,80,5564.52,5564.52,"good"
"417",190803031602,85,5564.52,5564.52,"good"
"418",190803031602,90,5564.52,5564.52,"good"
"419",190803031602,95,5564.52,5564.52,"good"
"420",190803031602,100,5564.52,5564.52,"good"
"421",190803031603,0,10095.84,10095.84,"good"
"422",190803031603,5,10095.84,10095.84,"good"
"423",190803031603,10,10095.84,10095.84,"good"
"424",190803031603,15,10095.84,10095.84,"good"
"425",190803031603,20,10095.84,10095.84,"good"
"426",190803031603,25,10095.84,10095.84,"good"
"427",190803031603,30,10095.84,10095.84,"good"
"428",190803031603,35,10095.84,10095.84,"good"
"429",190803031603,40,10095.84,10095.84,"good"
"430",190803031603,45,10095.84,10095.84,"good"
"431",190803031603,50,10095.84,10095.84,"good"
"432",190803031603,55,10095.84,10095.84,"good"
"433",190803031603,60,10095.84,10095.84,"good"
"434",190803031603,65,10095.84,10095.84,"good"
"435",190803031603,70,10095.84,10095.84,"good"
"436",190803031603,75,10095.84,10095.84,"good"
"437",190803031603,80,10095.84,10095.84,"good"
"438",190803031603,85,10095.84,10095.84,"good"
"439",190803031603,90,10095.84,10095.84,"good"
"440",190803031603,95,10095.84,10095.84,"good"
"441",190803031603,100,10095.84,10095.84,"good"
"442",190803031604,0,14346.72,14346.72,"good"
"443",190803031604,5,14346.72,14346.72,"good"
"444",190803031604,10,14346.72,14346.72,"good"
"445",190803031604,15,14346.72,14346.72,"good"
"446",190803031604,20,14346.72,14346.72,"good"
"447",190803031604,25,14346.72,14346.72,"good"
"448",190803031604,30,14346.72,14346.72,"good"
"449",190803031604,35,14346.72,14346.72,"good"
"450",190803031604,40,14346.72,14346.72,"good"
"451",190803031604,45,14346.72,14346.72,"good"
"452",190803031604,50,14346.72,14346.72,"good"
"453",190803031604,55,14346.72,14346.72,"good"
"454",190803031604,60,14346.72,14346.72,"good"
"455",190803031604,65,14346.72,14346.72,"good"
"456",190803031604,70,14346.72,14346.72,"good"
"457",190803031604,75,14346.72,14346.72,"good"
"458",190803031604,80,14346.72,14346.72,"good"
"459",190803031604,85,14346.72,14346.72,"good"
"460",190803031604,90,14346.72,14346.72,"good"
"461",190803031604,95,14346.72,14346.72,"good"
"462",190803031604,100,14346.72,14346.72,"good"
"463",190803031701,0,18435.24,18435.24,"good"
"464",190803031701,5,18435.24,18435.24,"good"
"465",190803031701,10,18435.24,18435.24,"good"
"466",190803031701,15,18435.24,18435.24,"good"
"467",190803031701,20,18435.24,18435.24,"good"
"468",190803031701,25,18435.24,18435.24,"good"
"469",190803031701,30,18435.24,18435.24,"good"
"470",190803031701,35,18435.24,18435.24,"good"
"471",190803031701,40,18435.24,18435.24,"good"
"472",190803031701,45,18435.24,18435.24,"good"
"473",190803031701,50,18435.24,18435.24,"good"
"474",190803031701,55,18435.24,18435.24,"good"
"475",190803031701,60,18435.24,18435.24,"good"
"476",190803031701,65,18435.24,18435.24,"good"
"477",190803031701,70,18435.24,18435.24,"good"
"478",190803031701,75,18435.24,18435.24,"good"
"479",190803031701,80,18435.24,18435.24,"good"
"480",190803031701,85,18435.24,18435.24,"good"
"481",190803031701,90,18435.24,18435.24,"good"
"482",190803031701,95,18435.24,18435.24,"good"
"483",190803031701,100,18435.24,18435.24,"good"
"484",190803031702,0,45711.72,45711.72,"good"
"485",190803031702,5,45711.72,45711.72,"good"
"486",190803031702,10,45711.72,45711.72,"good"
"487",190803031702,15,45711.72,45711.72,"good"
"488",190803031702,20,45711.72,45711.72,"good"
"489",190803031702,25,45711.72,45711.72,"good"
"490",190803031702,30,45711.72,45711.72,"good"
"491",190803031702,35,45711.72,45711.72,"good"
"492",190803031702,40,45711.72,45711.72,"good"
"493",190803031702,45,45711.72,45711.72,"good"
"494",190803031702,50,45711.72,45711.72,"good"
"495",190803031702,55,45711.72,45711.72,"good"
"496",190803031702,60,45711.72,45711.72,"good"
"497",190803031702,65,45711.72,45711.72,"good"
"498",190803031702,70,45711.72,45711.72,"good"
"499",190803031702,75,45711.72,45711.72,"good"
"500",190803031702,80,45711.72,45711.72,"good"
"501",190803031702,85,45711.72,45711.72,"good"
"502",190803031702,90,45711.72,45711.72,"good"
"503",190803031702,95,45711.72,45711.72,"good"
"504",190803031702,100,45711.72,45711.72,"good"
"505",190803031703,0,12885.48,12885.48,"good"
"506",190803031703,5,12885.48,12885.48,"good"
"507",190803031703,10,12885.48,12885.48,"good"
"508",190803031703,15,12885.48,12885.48,"good"
"509",190803031703,20,12885.48,12885.48,"good"
"510",190803031703,25,12885.48,12885.48,"good"
"511",190803031703,30,12885.48,12885.48,"good"
"512",190803031703,35,12885.48,12885.48,"good"
"513",190803031703,40,12885.48,12885.48,"good"
"514",190803031703,45,12885.48,12885.48,"good"
"515",190803031703,50,12885.48,12885.48,"good"
"516",190803031703,55,12885.48,12885.48,"good"
"517",190803031703,60,12885.48,12885.48,"good"
"518",190803031703,65,12885.48,12885.48,"good"
"519",190803031703,70,12885.48,12885.48,"good"
"520",190803031703,75,12885.48,12885.48,"good"
"521",190803031703,80,12885.48,12885.48,"good"
"522",190803031703,85,12885.48,12885.48,"good"
"523",190803031703,90,12885.48,12885.48,"good"
"524",190803031703,95,12885.48,12885.48,"good"
"525",190803031703,100,12885.48,12885.48,"good"
"526",190803031704,0,23497.92,23497.92,"good"
"527",190803031704,5,23497.92,23497.92,"good"
"528",190803031704,10,23497.92,23497.92,"good"
"529",190803031704,15,23497.92,23497.92,"good"
"530",190803031704,20,23497.92,23497.92,"good"
"531",190803031704,25,23497.92,23497.92,"good"
"532",190803031704,30,23497.92,23497.92,"good"
"533",190803031704,35,23497.92,23497.92,"good"
"534",190803031704,40,23497.92,23497.92,"good"
"535",190803031704,45,23497.92,23497.92,"good"
"536",190803031704,50,23497.92,23497.92,"good"
"537",190803031704,55,23497.92,23497.92,"good"
"538",190803031704,60,23497.92,23497.92,"good"
"539",190803031704,65,23497.92,23497.92,"good"
"540",190803031704,70,23497.92,23497.92,"good"
"541",190803031704,75,23497.92,23497.92,"good"
"542",190803031704,80,23497.92,23497.92,"good"
"543",190803031704,85,23497.92,23497.92,"good"
"544",190803031704,90,23497.92,23497.92,"good"
"545",190803031704,95,23497.92,23497.92,"good"
"546",190803031704,100,23497.92,23497.92,"good"
"547",190803031705,0,27114.12,27114.12,"good"
"548",190803031705,5,27114.12,27114.12,"good"
"549",190803031705,10,27114.12,27114.12,"good"
"550",190803031705,15,27114.12,27114.12,"good"
"551",190803031705,20,27114.12,27114.12,"good"
"552",190803031705,25,27114.12,27114.12,"good"
"553",190803031705,30,27114.12,27114.12,"good"
"554",190803031705,35,27114.12,27114.12,"good"
"555",190803031705,40,27114.12,27114.12,"good"
"556",190803031705,45,27114.12,27114.12,"good"
"557",190803031705,50,27114.12,27114.12,"good"
"558",190803031705,55,27114.12,27114.12,"good"
"559",190803031705,60,27114.12,27114.12,"good"
"560",190803031705,65,27114.12,27114.12,"good"
"561",190803031705,70,27114.12,27114.12,"good"
"562",190803031705,75,27114.12,27114.12,"good"
"563",190803031705,80,27114.12,27114.12,"good"
"564",190803031705,85,27114.12,27114.12,"good"
"565",190803031705,90,27114.12,27114.12,"good"
"566",190803031705,95,27114.12,27114.12,"good"
"567",190803031705,100,27114.12,27114.12,"good"
"568",190803031706,0,18996.12,10228.68,"good"
"569",190803031706,5,18996.12,10228.68,"good"
"570",190803031706,10,18996.12,14494.32,"good"
"571",190803031706,15,18996.12,18996.12,"good"
"572",190803031706,20,18996.12,18996.12,"good"
"573",190803031706,25,18996.12,18996.12,"good"
"574",190803031706,30,18996.12,18996.12,"good"
"575",190803031706,35,18996.12,18996.12,"good"
"576",190803031706,40,18996.12,18996.12,"good"
"577",190803031706,45,18996.12,18996.12,"good"
"578",190803031706,50,18996.12,18996.12,"good"
"579",190803031706,55,18996.12,18996.12,"good"
