"","HUC12","POP_rate","TOTAL_LENGTH_KM","PASS_LENGTH_KM","basin"
"71",190803031404,35,3409.56,3409.56,"good"
"72",190803031404,40,3409.56,3409.56,"good"
"73",190803031404,45,3409.56,3409.56,"good"
"74",190803031404,50,3409.56,3409.56,"good"
"75",190803031404,55,3409.56,3409.56,"good"
"76",190803031404,60,3409.56,3409.56,"good"
"77",190803031404,65,3409.56,3409.56,"good"
"78",190803031404,70,3409.56,3409.56,"good"
"79",190803031404,75,3409.56,3409.56,"good"
"80",190803031404,80,3409.56,3409.56,"good"
"81",190803031404,85,3409.56,3409.56,"good"
"82",190803031404,90,3409.56,3409.56,"good"
"83",190803031404,95,3409.56,3409.56,"good"
"84",190803031404,100,3409.56,3409.56,"good"
"85",190803031405,0,12996.18,12996.18,"good"
"86",190803031405,5,12996.18,12996.18,"good"
"87",190803031405,10,12996.18,12996.18,"good"
"88",190803031405,15,12996.18,12996.18,"good"
"89",190803031405,20,12996.18,12996.18,"good"
"90",190803031405,25,12996.18,12996.18,"good"
"91",190803031405,30,12996.18,12996.18,"good"
"92",190803031405,35,12996.18,12996.18,"good"
"93",190803031405,40,12996.18,12996.18,"good"
"94",190803031405,45,12996.18,12996.18,"good"
"95",190803031405,50,12996.18,12996.18,"good"
"96",190803031405,55,12996.18,12996.18,"good"
"97",190803031405,60,12996.18,12996.18,"good"
"98",190803031405,65,12996.18,12996.18,"good"
"99",190803031405,70,12996.18,12996.18,"good"
"100",190803031405,75,12996.18,12996.18,"good"
"101",190803031405,80,12996.18,12996.18,"good"
"102",190803031405,85,12996.18,12996.18,"good"
"103",190803031405,90,12996.18,12996.18,"good"
"104",190803031405,95,12996.18,12996.18,"good"
"105",190803031405,100,12996.18,12996.18,"good"
"106",190803031406,0,1394.82,1394.82,"good"
"107",190803031406,5,1394.82,1394.82,"good"
"108",190803031406,10,1394.82,1394.82,"good"
"109",190803031406,15,1394.82,1394.82,"good"
"110",190803031406,20,1394.82,1394.82,"good"
"111",190803031406,25,1394.82,1394.82,"good"
"112",190803031406,30,1394.82,1394.82,"good"
"113",190803031406,35,1394.82,1394.82,"good"
"114",190803031406,40,1394.82,1394.82,"good"
"115",190803031406,45,1394.82,1394.82,"good"
"116",190803031406,50,1394.82,1394.82,"good"
"117",190803031406,55,1394.82,1394.82,"good"
"118",190803031406,60,1394.82,1394.82,"good"
"119",190803031406,65,1394.82,1394.82,"good"
"120",190803031406,70,1394.82,1394.82,"good"
"121",190803031406,75,1394.82,1394.82,"good"
"122",190803031406,80,1394.82,1394.82,"good"
"123",190803031406,85,1394.82,1394.82,"good"
"124",190803031406,90,1394.82,1394.82,"good"
"125",190803031406,95,1394.82,1394.82,"good"
"126",190803031406,100,1394.82,1394.82,"good"
"127",190803031407,0,2959.38,2959.38,"good"
"128",190803031407,5,2959.38,2959.38,"good"
"129",190803031407,10,2959.38,2959.38,"good"
"130",190803031407,15,2959.38,2959.38,"good"
"131",190803031407,20,2959.38,2959.38,"good"
"132",190803031407,25,2959.38,2959.38,"good"
"133",190803031407,30,2959.38,2959.38,"good"
"134",190803031407,35,2959.38,2959.38,"good"
"135",190803031407,40,2959.38,2959.38,"good"
"136",190803031407,45,2959.38,2959.38,"good"
"137",190803031407,50,2959.38,2959.38,"good"
"138",190803031407,55,2959.38,2959.38,"good"
"139",190803031407,60,2959.38,2959.38,"good"
"140",190803031407,65,2959.38,2959.38,"good"
"141",190803031407,70,2959.38,2959.38,"good"
"142",190803031407,75,2959.38,2959.38,"good"
"143",190803031407,80,2959.38,2959.38,"good"
"144",190803031407,85,2959.38,2959.38,"good"
"145",190803031407,90,2959.38,2959.38,"good"
"146",190803031407,95,2959.38,2959.38,"good"
"147",190803031407,100,2959.38,2959.38,"good"
"148",190803031501,0,4162.32,4162.32,"good"
"149",190803031501,5,4162.32,4162.32,"good"
"150",190803031501,10,4162.32,4162.32,"good"
"151",190803031501,15,4162.32,4162.32,"good"
"152",190803031501,20,4162.32,4162.32,"good"
"153",190803031501,25,4162.32,4162.32,"good"
"154",190803031501,30,4162.32,4162.32,"good"
"155",190803031501,35,4162.32,4162.32,"good"
"156",190803031501,40,4162.32,4162.32,"good"
"157",190803031501,45,4162.32,4162.32,"good"
"158",190803031501,50,4162.32,4162.32,"good"
"159",190803031501,55,4162.32,4162.32,"good"
"160",190803031501,60,4162.32,4162.32,"good"
"161",190803031501,65,4162.32,4162.32,"good"
"162",190803031501,70,4162.32,4162.32,"good"
"163",190803031501,75,4162.32,4162.32,"good"
"164",190803031501,80,4162.32,4162.32,"good"
"165",190803031501,85,4162.32,4162.32,"good"
"166",190803031501,90,4162.32,4162.32,"good"
"167",190803031501,95,4162.32,4162.32,"good"
"168",190803031501,100,4162.32,4162.32,"good"
"169",190803031502,0,6147.54,6147.54,"good"
"170",190803031502,5,6147.54,6147.54,"good"
"171",190803031502,10,6147.54,6147.54,"good"
"172",190803031502,15,6147.54,6147.54,"good"
"173",190803031502,20,6147.54,6147.54,"good"
"174",190803031502,25,6147.54,6147.54,"good"
"175",190803031502,30,6147.54,6147.54,"good"
"176",190803031502,35,6147.54,6147.54,"good"
"177",190803031502,40,6147.54,6147.54,"good"
"178",190803031502,45,6147.54,6147.54,"good"
"179",190803031502,50,6147.54,6147.54,"good"
"180",190803031502,55,6147.54,6147.54,"good"
"181",190803031502,60,6147.54,6147.54,"good"
"182",190803031502,65,6147.54,6147.54,"good"
"183",190803031502,70,6147.54,6147.54,"good"
"184",190803031502,75,6147.54,6147.54,"good"
"185",190803031502,80,6147.54,6147.54,"good"
"186",190803031502,85,6147.54,6147.54,"good"
"187",190803031502,90,6147.54,6147.54,"good"
"188",190803031502,95,6147.54,6147.54,"good"
"189",190803031502,100,6147.54,6147.54,"good"
"190",190803031503,0,6811.74,6811.74,"good"
"191",190803031503,5,6811.74,6811.74,"good"
"192",190803031503,10,6811.74,6811.74,"good"
"193",190803031503,15,6811.74,6811.74,"good"
"194",190803031503,20,6811.74,6811.74,"good"
"195",190803031503,25,6811.74,6811.74,"good"
"196",190803031503,30,6811.74,6811.74,"good"
"197",190803031503,35,6811.74,6811.74,"good"
"198",190803031503,40,6811.74,6811.74,"good"
"199",190803031503,45,6811.74,6811.74,"good"
"200",190803031503,50,6811.74,6811.74,"good"
"201",190803031503,55,6811.74,6811.74,"good"
"202",190803031503,60,6811.74,6811.74,"good"
"203",190803031503,65,6811.74,6811.74,"good"
"204",190803031503,70,6811.74,6811.74,"good"
"205",190803031503,75,6811.74,6811.74,"good"
"206",190803031503,80,6811.74,6811.74,"good"
"207",190803031503,85,6811.74,6811.74,"good"
"208",190803031503,90,6811.74,6811.74,"good"
"209",190803031503,95,6811.74,6811.74,"good"
"210",190803031503,100,6811.74,6811.74,"good"
"211",190803031504,0,15520.14,15520.14,"good"
"212",190803031504,5,15520.14,15520.14,"good"
"213",190803031504,10,15520.14,15520.14,"good"
"214",190803031504,15,15520.14,15520.14,"good"
"215",190803031504,20,15520.14,15520.14,"good"
"216",190803031504,25,15520.14,15520.14,"good"
"217",190803031504,30,15520.14,15520.14,"good"
"218",190803031504,35,15520.14,15520.14,"good"
"219",190803031504,40,15520.14,15520.14,"good"
"220",190803031504,45,15520.14,15520.14,"good"
"221",190803031504,50,15520.14,15520.14,"good"
"222",190803031504,55,15520.14,15520.14,"good"
"223",190803031504,60,15520.14,15520.14,"good"
"224",190803031504,65,15520.14,15520.14,"good"
"225",190803031504,70,15520.14,15520.14,"good"
"226",190803031504,75,15520.14,15520.14,"good"
"227",190803031504,80,15520.14,15520.14,"good"
"228",190803031504,85,15520.14,15520.14,"good"
"229",190803031504,90,15520.14,15520.14,"good"
"230",190803031504,95,15520.14,15520.14,"good"
"231",190803031504,100,15520.14,15520.14,"good"
"232",190803031505,0,3785.94,3785.94,"good"
"233",190803031505,5,3785.94,3785.94,"good"
"234",190803031505,10,3785.94,3785.94,"good"
"235",190803031505,15,3785.94,3785.94,"good"
"236",190803031505,20,3785.94,3785.94,"good"
"237",190803031505,25,3785.94,3785.94,"good"
"238",190803031505,30,3785.94,3785.94,"good"
"239",190803031505,35,3785.94,3785.94,"good"
"240",190803031505,40,3785.94,3785.94,"good"
"241",190803031505,45,3785.94,3785.94,"good"
"242",190803031505,50,3785.94,3785.94,"good"
"243",190803031505,55,3785.94,3785.94,"good"
"244",190803031505,60,3785.94,3785.94,"good"
"245",190803031505,65,3785.94,3785.94,"good"
"246",190803031505,70,3785.94,3785.94,"good"
"247",190803031505,75,3785.94,3785.94,"good"
"248",190803031505,80,3785.94,3785.94,"good"
"249",190803031505,85,3785.94,3785.94,"good"
"250",190803031505,90,3785.94,3785.94,"good"
"251",190803031505,95,3785.94,3785.94,"good"
"252",190803031505,100,3785.94,3785.94,"good"
"253",190803031506,0,12058.92,12058.92,"good"
"254",190803031506,5,12058.92,12058.92,"good"
"255",190803031506,10,12058.92,12058.92,"good"
"256",190803031506,15,12058.92,12058.92,"good"
"257",190803031506,20,12058.92,12058.92,"good"
"258",190803031506,25,12058.92,12058.92,"good"
"259",190803031506,30,12058.92,12058.92,"good"
"260",190803031506,35,12058.92,12058.92,"good"
"261",190803031506,40,12058.92,12058.92,"good"
"262",190803031506,45,12058.92,12058.92,"good"
"263",190803031506,50,12058.92,12058.92,"good"
"264",190803031506,55,12058.92,12058.92,"good"
"265",190803031506,60,12058.92,12058.92,"good"
"266",190803031506,65,12058.92,12058.92,"good"
"267",190803031506,70,12058.92,12058.92,"good"
"268",190803031506,75,12058.92,12058.92,"good"
"269",190803031506,80,12058.92,12058.92,"good"
"270",190803031506,85,12058.92,12058.92,"good"
"271",190803031506,90,12058.92,12058.92,"good"
"272",190803031506,95,12058.92,12058.92,"good"
"273",190803031506,100,12058.92,12058.92,"good"
"274",190803031507,0,6959.34,5756.4,"good"
"275",190803031507,5,6959.34,5756.4,"good"
"276",190803031507,10,6959.34,5756.4,"good"
"277",190803031507,15,6959.34,5837.58,"good"
"278",190803031507,20,6959.34,5837.58,"good"
"279",190803031507,25,6959.34,5837.58,"good"
"280",190803031507,30,6959.34,5837.58,"good"
"281",190803031507,35,6959.34,5837.58,"good"
"282",190803031507,40,6959.34,5837.58,"good"
"283",190803031507,45,6959.34,5837.58,"good"
"284",190803031507,50,6959.34,5837.58,"good"
"285",190803031507,55,6959.34,5837.58,"good"
"286",190803031507,60,6959.34,5999.94,"good"
"287",190803031507,65,6959.34,5999.94,"good"
"288",190803031507,70,6959.34,6959.34,"good"
"289",190803031507,75,6959.34,6959.34,"good"
"290",190803031507,80,6959.34,6959.34,"good"
"291",190803031507,85,6959.34,6959.34,"good"
"292",190803031507,90,6959.34,6959.34,"good"
"293",190803031507,95,6959.34,6959.34,"good"
"294",190803031507,100,6959.34,6959.34,"good"
"295",190803031508,0,6206.58,6206.58,"good"
"296",190803031508,5,6206.58,6206.58,"good"
"297",190803031508,10,6206.58,6206.58,"good"
"298",190803031508,15,6206.58,6206.58,"good"
"299",190803031508,20,6206.58,6206.58,"good"
"300",190803031508,25,6206.58,6206.58,"good"
"301",190803031508,30,6206.58,6206.58,"good"
"302",190803031508,35,6206.58,6206.58,"good"
"303",190803031508,40,6206.58,6206.58,"good"
"304",190803031508,45,6206.58,6206.58,"good"
"305",190803031508,50,6206.58,6206.58,"good"
"306",190803031508,55,6206.58,6206.58,"good"
"307",190803031508,60,6206.58,6206.58,"good"
"308",190803031508,65,6206.58,6206.58,"good"
"309",190803031508,70,6206.58,6206.58,"good"
"310",190803031508,75,6206.58,6206.58,"good"
"311",190803031508,80,6206.58,6206.58,"good"
"312",190803031508,85,6206.58,6206.58,"good"
"313",190803031508,90,6206.58,6206.58,"good"
"314",190803031508,95,6206.58,6206.58,"good"
"315",190803031508,100,6206.58,6206.58,"good"
"316",190803031509,0,7387.38,5623.56,"good"
"317",190803031509,5,7387.38,5623.56,"good"
"318",190803031509,10,7387.38,7387.38,"good"
"319",190803031509,15,7387.38,7387.38,"good"
"320",190803031509,20,7387.38,7387.38,"good"
"321",190803031509,25,7387.38,7387.38,"good"
"322",190803031509,30,7387.38,7387.38,"good"
"323",190803031509,35,7387.38,7387.38,"good"
"324",190803031509,40,7387.38,7387.38,"good"
"325",190803031509,45,7387.38,7387.38,"good"
"326",190803031509,50,7387.38,7387.38,"good"
"327",190803031509,55,7387.38,7387.38,"good"
"328",190803031509,60,7387.38,7387.38,"good"
"329",190803031509,65,7387.38,7387.38,"good"
"330",190803031509,70,7387.38,7387.38,"good"
"331",190803031509,75,7387.38,7387.38,"good"
"332",190803031509,80,7387.38,7387.38,"good"
"333",190803031509,85,7387.38,7387.38,"good"
"334",190803031509,90,7387.38,7387.38,"good"
"335",190803031509,95,7387.38,7387.38,"good"
"336",190803031509,100,7387.38,7387.38,"good"
"337",190803031510,0,5011.02,5011.02,"good"
"338",190803031510,5,5011.02,5011.02,"good"
"339",190803031510,10,5011.02,5011.02,"good"
"340",190803031510,15,5011.02,5011.02,"good"
"341",190803031510,20,5011.02,5011.02,"good"
"342",190803031510,25,5011.02,5011.02,"good"
"343",190803031510,30,5011.02,5011.02,"good"
"344",190803031510,35,5011.02,5011.02,"good"
"345",190803031510,40,5011.02,5011.02,"good"
"346",190803031510,45,5011.02,5011.02,"good"
"347",190803031510,50,5011.02,5011.02,"good"
"348",190803031510,55,5011.02,5011.02,"good"
"349",190803031510,60,5011.02,5011.02,"good"
"350",190803031510,65,5011.02,5011.02,"good"
"351",190803031510,70,5011.02,5011.02,"good"
"352",190803031510,75,5011.02,5011.02,"good"
"353",190803031510,80,5011.02,5011.02,"good"
"354",190803031510,85,5011.02,5011.02,"good"
"355",190803031510,90,5011.02,5011.02,"good"
"356",190803031510,95,5011.02,5011.02,"good"
"357",190803031510,100,5011.02,5011.02,"good"
"358",190803031511,0,4368.96,4368.96,"good"
"359",190803031511,5,4368.96,4368.96,"good"
"360",190803031511,10,4368.96,4368.96,"good"
"361",190803031511,15,4368.96,4368.96,"good"
"362",190803031511,20,4368.96,4368.96,"good"
"363",190803031511,25,4368.96,4368.96,"good"
"364",190803031511,30,4368.96,4368.96,"good"
"365",190803031511,35,4368.96,4368.96,"good"
"366",190803031511,40,4368.96,4368.96,"good"
"367",190803031511,45,4368.96,4368.96,"good"
"368",190803031511,50,4368.96,4368.96,"good"
"369",190803031511,55,4368.96,4368.96,"good"
"370",190803031511,60,4368.96,4368.96,"good"
"371",190803031511,65,4368.96,4368.96,"good"
"372",190803031511,70,4368.96,4368.96,"good"
"373",190803031511,75,4368.96,4368.96,"good"
"374",190803031511,80,4368.96,4368.96,"good"
"375",190803031511,85,4368.96,4368.96,"good"
"376",190803031511,90,4368.96,4368.96,"good"
"377",190803031511,95,4368.96,4368.96,"good"
"378",190803031511,100,4368.96,4368.96,"good"
"379",190803031601,0,2295.18,2295.18,"good"
"380",190803031601,5,2295.18,2295.18,"good"
"381",190803031601,10,2295.18,2295.18,"good"
"382",190803031601,15,2295.18,2295.18,"good"
"383",190803031601,20,2295.18,2295.18,"good"
"384",190803031601,25,2295.18,2295.18,"good"
"385",190803031601,30,2295.18,2295.18,"good"
"386",190803031601,35,2295.18,2295.18,"good"
"387",190803031601,40,2295.18,2295.18,"good"
"388",190803031601,45,2295.18,2295.18,"good"
"389",190803031601,50,2295.18,2295.18,"good"
"390",190803031601,55,2295.18,2295.18,"good"
"391",190803031601,60,2295.18,2295.18,"good"
"392",190803031601,65,2295.18,2295.18,"good"
"393",190803031601,70,2295.18,2295.18,"good"
"394",190803031601,75,2295.18,2295.18,"good"
"395",190803031601,80,2295.18,2295.18,"good"
"396",190803031601,85,2295.18,2295.18,"good"
"397",190803031601,90,2295.18,2295.18,"good"
"398",190803031601,95,2295.18,2295.18,"good"
"399",190803031601,100,2295.18,2295.18,"good"
"400",190803031602,0,2782.26,2782.26,"good"
"401",190803031602,5,2782.26,2782.26,"good"
"402",190803031602,10,2782.26,2782.26,"good"
"403",190803031602,15,2782.26,2782.26,"good"
"404",190803031602,20,2782.26,2782.26,"good"
"405",190803031602,25,2782.26,2782.26,"good"
"406",190803031602,30,2782.26,2782.26,"good"
"407",190803031602,35,2782.26,2782.26,"good"
"408",190803031602,40,2782.26,2782.26,"good"
"409",190803031602,45,2782.26,2782.26,"good"
"410",190803031602,50,2782.26,2782.26,"good"
"411",190803031602,55,2782.26,2782.26,"good"
"412",190803031602,60,2782.26,2782.26,"good"
"413",190803031602,65,2782.26,2782.26,"good"
"414",190803031602,70,2782.26,2782.26,"good"
"415",190803031602,75,2782.26,2782.26,"good"
"416",190803031602,80,2782.26,2782.26,"good"
"417",190803031602,85,2782.26,2782.26,"good"
"418",190803031602,90,2782.26,2782.26,"good"
"419",190803031602,95,2782.26,2782.26,"good"
"420",190803031602,100,2782.26,2782.26,"good"
"421",190803031603,0,5047.92,5047.92,"good"
"422",190803031603,5,5047.92,5047.92,"good"
"423",190803031603,10,5047.92,5047.92,"good"
"424",190803031603,15,5047.92,5047.92,"good"
"425",190803031603,20,5047.92,5047.92,"good"
"426",190803031603,25,5047.92,5047.92,"good"
"427",190803031603,30,5047.92,5047.92,"good"
"428",190803031603,35,5047.92,5047.92,"good"
"429",190803031603,40,5047.92,5047.92,"good"
"430",190803031603,45,5047.92,5047.92,"good"
"431",190803031603,50,5047.92,5047.92,"good"
"432",190803031603,55,5047.92,5047.92,"good"
"433",190803031603,60,5047.92,5047.92,"good"
"434",190803031603,65,5047.92,5047.92,"good"
"435",190803031603,70,5047.92,5047.92,"good"
"436",190803031603,75,5047.92,5047.92,"good"
"437",190803031603,80,5047.92,5047.92,"good"
"438",190803031603,85,5047.92,5047.92,"good"
"439",190803031603,90,5047.92,5047.92,"good"
"440",190803031603,95,5047.92,5047.92,"good"
"441",190803031603,100,5047.92,5047.92,"good"
"442",190803031604,0,7173.36,7173.36,"good"
"443",190803031604,5,7173.36,7173.36,"good"
"444",190803031604,10,7173.36,7173.36,"good"
"445",190803031604,15,7173.36,7173.36,"good"
"446",190803031604,20,7173.36,7173.36,"good"
"447",190803031604,25,7173.36,7173.36,"good"
"448",190803031604,30,7173.36,7173.36,"good"
"449",190803031604,35,7173.36,7173.36,"good"
"450",190803031604,40,7173.36,7173.36,"good"
"451",190803031604,45,7173.36,7173.36,"good"
"452",190803031604,50,7173.36,7173.36,"good"
"453",190803031604,55,7173.36,7173.36,"good"
"454",190803031604,60,7173.36,7173.36,"good"
"455",190803031604,65,7173.36,7173.36,"good"
"456",190803031604,70,7173.36,7173.36,"good"
"457",190803031604,75,7173.36,7173.36,"good"
"458",190803031604,80,7173.36,7173.36,"good"
"459",190803031604,85,7173.36,7173.36,"good"
"460",190803031604,90,7173.36,7173.36,"good"
"461",190803031604,95,7173.36,7173.36,"good"
"462",190803031604,100,7173.36,7173.36,"good"
"463",190803031701,0,9217.62,9217.62,"good"
"464",190803031701,5,9217.62,9217.62,"good"
"465",190803031701,10,9217.62,9217.62,"good"
"466",190803031701,15,9217.62,9217.62,"good"
"467",190803031701,20,9217.62,9217.62,"good"
"468",190803031701,25,9217.62,9217.62,"good"
"469",190803031701,30,9217.62,9217.62,"good"
"470",190803031701,35,9217.62,9217.62,"good"
"471",190803031701,40,9217.62,9217.62,"good"
"472",190803031701,45,9217.62,9217.62,"good"
"473",190803031701,50,9217.62,9217.62,"good"
"474",190803031701,55,9217.62,9217.62,"good"
"475",190803031701,60,9217.62,9217.62,"good"
"476",190803031701,65,9217.62,9217.62,"good"
"477",190803031701,70,9217.62,9217.62,"good"
"478",190803031701,75,9217.62,9217.62,"good"
"479",190803031701,80,9217.62,9217.62,"good"
"480",190803031701,85,9217.62,9217.62,"good"
"481",190803031701,90,9217.62,9217.62,"good"
"482",190803031701,95,9217.62,9217.62,"good"
"483",190803031701,100,9217.62,9217.62,"good"
"484",190803031702,0,22855.86,22855.86,"good"
"485",190803031702,5,22855.86,22855.86,"good"
"486",190803031702,10,22855.86,22855.86,"good"
"487",190803031702,15,22855.86,22855.86,"good"
"488",190803031702,20,22855.86,22855.86,"good"
"489",190803031702,25,22855.86,22855.86,"good"
"490",190803031702,30,22855.86,22855.86,"good"
"491",190803031702,35,22855.86,22855.86,"good"
"492",190803031702,40,22855.86,22855.86,"good"
"493",190803031702,45,22855.86,22855.86,"good"
"494",190803031702,50,22855.86,22855.86,"good"
"495",190803031702,55,22855.86,22855.86,"good"
"496",190803031702,60,22855.86,22855.86,"good"
"497",190803031702,65,22855.86,22855.86,"good"
"498",190803031702,70,22855.86,22855.86,"good"
"499",190803031702,75,22855.86,22855.86,"good"
"500",190803031702,80,22855.86,22855.86,"good"
"501",190803031702,85,22855.86,22855.86,"good"
"502",190803031702,90,22855.86,22855.86,"good"
"503",190803031702,95,22855.86,22855.86,"good"
"504",190803031702,100,22855.86,22855.86,"good"
"505",190803031703,0,6442.74,6442.74,"good"
"506",190803031703,5,6442.74,6442.74,"good"
"507",190803031703,10,6442.74,6442.74,"good"
"508",190803031703,15,6442.74,6442.74,"good"
"509",190803031703,20,6442.74,6442.74,"good"
"510",190803031703,25,6442.74,6442.74,"good"
"511",190803031703,30,6442.74,6442.74,"good"
"512",190803031703,35,6442.74,6442.74,"good"
"513",190803031703,40,6442.74,6442.74,"good"
"514",190803031703,45,6442.74,6442.74,"good"
"515",190803031703,50,6442.74,6442.74,"good"
"516",190803031703,55,6442.74,6442.74,"good"
"517",190803031703,60,6442.74,6442.74,"good"
"518",190803031703,65,6442.74,6442.74,"good"
"519",190803031703,70,6442.74,6442.74,"good"
"520",190803031703,75,6442.74,6442.74,"good"
"521",190803031703,80,6442.74,6442.74,"good"
"522",190803031703,85,6442.74,6442.74,"good"
"523",190803031703,90,6442.74,6442.74,"good"
"524",190803031703,95,6442.74,6442.74,"good"
"525",190803031703,100,6442.74,6442.74,"good"
"526",190803031704,0,11748.96,11748.96,"good"
"527",190803031704,5,11748.96,11748.96,"good"
"528",190803031704,10,11748.96,11748.96,"good"
"529",190803031704,15,11748.96,11748.96,"good"
"530",190803031704,20,11748.96,11748.96,"good"
"531",190803031704,25,11748.96,11748.96,"good"
"532",190803031704,30,11748.96,11748.96,"good"
"533",190803031704,35,11748.96,11748.96,"good"
"534",190803031704,40,11748.96,11748.96,"good"
"535",190803031704,45,11748.96,11748.96,"good"
"536",190803031704,50,11748.96,11748.96,"good"
"537",190803031704,55,11748.96,11748.96,"good"
"538",190803031704,60,11748.96,11748.96,"good"
"539",190803031704,65,11748.96,11748.96,"good"
"540",190803031704,70,11748.96,11748.96,"good"
"541",190803031704,75,11748.96,11748.96,"good"
"542",190803031704,80,11748.96,11748.96,"good"
"543",190803031704,85,11748.96,11748.96,"good"
"544",190803031704,90,11748.96,11748.96,"good"
"545",190803031704,95,11748.96,11748.96,"good"
"546",190803031704,100,11748.96,11748.96,"good"
"547",190803031705,0,13557.06,13557.06,"good"
"548",190803031705,5,13557.06,13557.06,"good"
"549",190803031705,10,13557.06,13557.06,"good"
"550",190803031705,15,13557.06,13557.06,"good"
"551",190803031705,20,13557.06,13557.06,"good"
"552",190803031705,25,13557.06,13557.06,"good"
"553",190803031705,30,13557.06,13557.06,"good"
"554",190803031705,35,13557.06,13557.06,"good"
"555",190803031705,40,13557.06,13557.06,"good"
"556",190803031705,45,13557.06,13557.06,"good"
"557",190803031705,50,13557.06,13557.06,"good"
"558",190803031705,55,13557.06,13557.06,"good"
"559",190803031705,60,13557.06,13557.06,"good"
"560",190803031705,65,13557.06,13557.06,"good"
"561",190803031705,70,13557.06,13557.06,"good"
"562",190803031705,75,13557.06,13557.06,"good"
"563",190803031705,80,13557.06,13557.06,"good"
"564",190803031705,85,13557.06,13557.06,"good"
"565",190803031705,90,13557.06,13557.06,"good"
"566",190803031705,95,13557.06,13557.06,"good"
"567",190803031705,100,13557.06,13557.06,"good"
"568",190803031706,0,9498.06,5114.34,"good"
"569",190803031706,5,9498.06,5114.34,"good"
"570",190803031706,10,9498.06,7247.16,"good"
"571",190803031706,15,9498.06,9498.06,"good"
"572",190803031706,20,9498.06,9498.06,"good"
"573",190803031706,25,9498.06,9498.06,"good"
"574",190803031706,30,9498.06,9498.06,"good"
"575",190803031706,35,9498.06,9498.06,"good"
"576",190803031706,40,9498.06,9498.06,"good"
"577",190803031706,45,9498.06,9498.06,"good"
"578",190803031706,50,9498.06,9498.06,"good"
"579",190803031706,55,9498.06,9498.06,"good"
