HUC12,uID
190803060606,chen26464
190803060606,chen26371
190803060606,chen26465
190803060606,chen26372
190803060606,chen26466
190803060606,chen26373
190803060606,chen26467
190803060606,chen26474
190803060606,chen26374
190803060606,chen26375
190803060606,chen26376
190803060304,chen10263
190803060304,chen10207
190803060304,chen10262
190803060304,chen10206
190803060304,chen10205
190803060304,chen10204
190803060304,chen10261
190803060304,chen10203
190803060304,chen10173
190803060304,chen10063
190803060304,chen10202
190803060304,chen10201
190803060304,chen10260
190803060304,chen10172
190803060304,chen10056
190803060304,chen10200
190803060304,chen10259
190803060304,chen10171
190803060304,chen10055
190803060304,chen10199
190803060304,chen10258
190803060304,chen10170
190803060304,chen10198
190803060304,chen10054
190803060304,chen10257
190803060304,chen10169
190803060304,chen10053
190803060304,chen10256
190803060304,chen10168
190803060304,chen10255
190803060304,chen10052
190803060304,chen10017
190803060304,chen10018
190803060304,chen10019
190803060304,chen10167
190803060304,chen10016
190803060304,chen10020
190803060304,chen10254
190803060304,chen10021
190803060304,chen10022
190803060304,chen10023
190803060304,chen10024
190803060304,chen10015
190803060304,chen10025
190803060304,chen10027
190803060304,chen10166
190803060304,chen10253
190803060304,chen10026
190803060304,chen10028
190803060304,chen10029
190803060304,chen10014
190803060304,chen10030
190803060304,chen10252
190803060304,chen10165
190803060304,chen10013
190803060304,chen10251
190803060304,chen10164
190803060304,chen10012
190803060304,chen10011
190803060304,chen10250
190803060304,chen10010
190803060304,chen10163
190803060304,chen10009
190803060304,chen10249
190803060304,chen10162
190803060304,chen10008
190803060304,chen10248
190803060304,chen10007
190803060304,chen10161
190803060304,chen10247
190803060304,chen10006
190803060304,chen10246
190803060304,chen10005
190803060304,chen10160
190803060304,chen10004
190803060304,chen10245
190803060304,chen10244
190803060304,chen10003
190803060304,chen10159
190803060304,chen10002
190803060304,chen8714
190803060304,chen10243
190803060304,chen10158
190803060304,chen10001
190803060304,chen8713
190803060304,chen10242
190803060304,chen8728
190803060304,chen10000
190803060304,chen10241
190803060304,chen10157
190803060304,chen8712
190803060304,chen8727
190803060304,chen10240
190803060304,chen9999
190803060304,chen8711
190803060304,chen10156
190803060304,chen10239
190803060304,chen9998
190803060304,chen8726
190803060304,chen10238
190803060304,chen8710
190803060304,chen10237
190803060304,chen10236
190803060304,chen10155
190803060304,chen10235
190803060304,chen9997
190803060304,chen10234
190803060304,chen8725
190803060304,chen8709
190803060304,chen10233
190803060304,chen9996
190803060304,chen10154
190803060304,chen8708
190803060304,chen8724
190803060304,chen9995
190803060304,chen10153
190803060304,chen9994
190803060304,chen8707
190803060304,chen8723
190803060304,chen9993
190803060304,chen10152
190803060304,chen9992
190803060304,chen8706
190803060304,chen8722
190803060304,chen9991
190803060304,chen10151
190803060304,chen9990
190803060304,chen8705
190803060304,chen8967
190803060304,chen9989
190803060304,chen8966
190803060304,chen8974
190803060304,chen10150
190803060304,chen8965
190803060304,chen9988
190803060304,chen8704
190803060304,chen10149
190803060304,chen8964
190803060304,chen8975
190803060304,chen9987
190803060304,chen8963
190803060304,chen8703
190803060304,chen10148
190803060304,chen8976
190803060304,chen9986
190803060304,chen8962
190803060304,chen9985
190803060304,chen10147
190803060304,chen8702
190803060304,chen8977
190803060304,chen8961
190803060304,chen9984
190803060304,chen8960
190803060304,chen10146
190803060304,chen8978
190803060304,chen8701
190803060304,chen9983
190803060304,chen8959
190803060304,chen10145
190803060304,chen8958
190803060304,chen9982
190803060304,chen8700
190803060304,chen10144
190803060304,chen9981
190803060304,chen8957
190803060304,chen8756
190803060304,chen9980
190803060304,chen8699
190803060304,chen10143
190803060304,chen8956
190803060304,chen8755
190803060304,chen8753
190803060304,chen8754
190803060304,chen8752
190803060304,chen8955
190803060304,chen8751
190803060304,chen8765
190803060304,chen8766
190803060304,chen9979
190803060304,chen8954
190803060304,chen8767
190803060304,chen10142
190803060304,chen8764
190803060304,chen8698
190803060304,chen8750
190803060304,chen8763
190803060304,chen8762
190803060304,chen9978
190803060304,chen8953
190803060304,chen8749
190803060304,chen8761
190803060304,chen10141
190803060304,chen8697
190803060304,chen8760
190803060304,chen9977
190803060304,chen8952
190803060304,chen10140
190803060304,chen8696
190803060304,chen8951
190803060304,chen9976
190803060304,chen10139
190803060304,chen10138
190803060304,chen9975
190803060304,chen8950
190803060304,chen8695
190803060304,chen9974
190803060304,chen8949
190803060304,chen10137
190803060304,chen8694
190803060304,chen9973
190803060304,chen8948
190803060304,chen10136
190803060304,chen8693
190803060304,chen9972
190803060304,chen8947
190803060304,chen10135
190803060304,chen8946
190803060304,chen9971
190803060304,chen8692
190803060304,chen10134
190803060304,chen8945
190803060304,chen10133
190803060304,chen9970
190803060304,chen8691
190803060304,chen8944
190803060304,chen10132
190803060304,chen9969
190803060304,chen8690
190803060304,chen8943
190803060304,chen10131
190803060304,chen9968
190803060304,chen8942
190803060304,chen8689
190803060304,chen10130
190803060304,chen9967
190803060304,chen8941
190803060304,chen8688
190803060304,chen10129
190803060304,chen9966
190803060304,chen8940
190803060304,chen10128
190803060304,chen8687
190803060304,chen9965
190803060304,chen10127
190803060304,chen8939
190803060304,chen8686
190803060304,chen9964
190803060304,chen10126
190803060304,chen8938
190803060304,chen8685
190803060304,chen10125
190803060304,chen9963
190803060304,chen8795
190803060304,chen8937
190803060304,chen8684
190803060304,chen8794
190803060304,chen8793
190803060304,chen10124
190803060304,chen8792
190803060304,chen9962
190803060304,chen8936
190803060304,chen8683
190803060304,chen8791
190803060304,chen10123
190803060304,chen9961
190803060304,chen8682
190803060304,chen8935
190803060304,chen8790
190803060304,chen10122
190803060304,chen8934
190803060304,chen8681
190803060304,chen9960
190803060304,chen10650
190803060304,chen9959
190803060304,chen10121
190803060304,chen8933
190803060304,chen8680
190803060304,chen10649
190803060304,chen9958
190803060304,chen10120
190803060304,chen8932
190803060304,chen8679
190803060304,chen10648
190803060304,chen10119
190803060304,chen9957
190803060304,chen8931
190803060304,chen8848
190803060304,chen8678
190803060304,chen10647
190803060304,chen9956
190803060304,chen8930
190803060304,chen10118
190803060304,chen8847
190803060304,chen8677
190803060304,chen8929
190803060304,chen10646
190803060304,chen9955
190803060304,chen10117
190803060304,chen8846
190803060304,chen8676
190803060304,chen8928
190803060304,chen10645
190803060304,chen9954
190803060304,chen10116
190803060304,chen8845
190803060304,chen8675
190803060304,chen8927
190803060304,chen10644
190803060304,chen9953
190803060304,chen10115
190803060304,chen8674
190803060304,chen8844
190803060304,chen10643
190803060304,chen8926
190803060304,chen9952
190803060304,chen10114
190803060304,chen8673
190803060304,chen8843
190803060304,chen8925
190803060304,chen10642
190803060304,chen9951
190803060304,chen7900
190803060304,chen10113
190803060304,chen8924
190803060304,chen8672
190803060304,chen8842
190803060304,chen10641
190803060304,chen9950
190803060304,chen7899
190803060304,chen10112
190803060304,chen8923
190803060304,chen8671
190803060304,chen8841
190803060304,chen10640
190803060304,chen9949
190803060304,chen7898
190803060304,chen8670
190803060304,chen8922
190803060304,chen10639
190803060304,chen10111
190803060304,chen8840
190803060304,chen7875
190803060304,chen10632
190803060304,chen7872
190803060304,chen10638
190803060304,chen7874
190803060304,chen7873
190803060304,chen7871
190803060304,chen7893
190803060304,chen10637
190803060304,chen10633
190803060304,chen8669
190803060304,chen9948
190803060304,chen8921
190803060304,chen10636
190803060304,chen10635
190803060304,chen10110
190803060304,chen8839
190803060304,chen7870
190803060304,chen10634
190803060304,chen8668
190803060304,chen9947
190803060304,chen7869
190803060304,chen8920
190803060304,chen10109
190803060304,chen9946
190803060304,chen8838
190803060304,chen7868
190803060304,chen8667
190803060304,chen8919
190803060304,chen8918
190803060304,chen8837
190803060304,chen10108
190803060304,chen7867
190803060304,chen9945
190803060304,chen8666
190803060304,chen9944
190803060304,chen10107
190803060304,chen8917
190803060304,chen8836
190803060304,chen7866
190803060304,chen8916
190803060304,chen8665
190803060304,chen9943
190803060304,chen10106
190803060304,chen8664
190803060304,chen7865
190803060304,chen8835
190803060304,chen8915
190803060304,chen9942
190803060304,chen8663
190803060304,chen10105
190803060304,chen7864
190803060304,chen8662
190803060304,chen8834
190803060304,chen7906
190803060304,chen8914
190803060304,chen8661
190803060304,chen9941
190803060304,chen1937
190803060304,chen8660
190803060304,chen7863
190803060304,chen1938
190803060304,chen10104
190803060304,chen8833
190803060304,chen8659
190803060304,chen1931
190803060304,chen1949
190803060304,chen8913
190803060304,chen1950
190803060304,chen1936
190803060304,chen1932
190803060304,chen1939
190803060304,chen8658
190803060304,chen9940
190803060304,chen1930
190803060304,chen10103
190803060304,chen7862
190803060304,chen8832
190803060304,chen1940
190803060304,chen8657
190803060304,chen1933
190803060304,chen1935
190803060304,chen1948
190803060304,chen1951
190803060304,chen8912
190803060304,chen1934
190803060304,chen8656
190803060304,chen10102
190803060304,chen1964
190803060304,chen8831
190803060304,chen1929
190803060304,chen1952
190803060304,chen1965
190803060304,chen8655
190803060304,chen10099
190803060304,chen1941
190803060304,chen10100
190803060304,chen1947
190803060304,chen7861
190803060304,chen8654
190803060304,chen1907
190803060304,chen10101
190803060304,chen1953
190803060304,chen1963
190803060304,chen8830
190803060304,chen1906
190803060304,chen8653
190803060304,chen8652
190803060304,chen1966
190803060304,chen10098
190803060304,chen1946
190803060304,chen1928
190803060304,chen1908
190803060304,chen1967
190803060304,chen7860
190803060304,chen1954
190803060304,chen1942
190803060304,chen1968
190803060304,chen8651
190803060304,chen10097
190803060304,chen1969
190803060304,chen1900
190803060304,chen8829
190803060304,chen10096
190803060304,chen1901
190803060304,chen1962
190803060304,chen8650
190803060304,chen1927
190803060304,chen1955
190803060304,chen1905
190803060304,chen1902
190803060304,chen1909
190803060304,chen1903
190803060304,chen1904
190803060304,chen1945
190803060304,chen1920
190803060304,chen1926
190803060304,chen1921
190803060304,chen1925
190803060304,chen1970
190803060304,chen7859
190803060304,chen10297
190803060304,chen1919
190803060304,chen1943
190803060304,chen1924
190803060304,chen1914
190803060304,chen8828
190803060304,chen1910
190803060304,chen1922
190803060304,chen1961
190803060304,chen1956
190803060304,chen8649
190803060304,chen1915
190803060304,chen1913
190803060304,chen1923
190803060304,chen10095
190803060304,chen1918
190803060304,chen1911
190803060304,chen1944
190803060304,chen1957
190803060304,chen9007
190803060304,chen1916
190803060304,chen1912
190803060304,chen7858
190803060304,chen8827
190803060304,chen1960
190803060304,chen8648
190803060304,chen1917
190803060304,chen1971
190803060304,chen8066
190803060304,chen1958
190803060304,chen1959
190803060304,chen8647
190803060304,chen8065
190803060304,chen8826
190803060304,chen1972
190803060304,chen8064
190803060304,chen7857
190803060304,chen8645
190803060304,chen8646
190803060304,chen8063
190803060304,chen8644
190803060304,chen8062
190803060304,chen8825
190803060304,chen7856
190803060304,chen1973
190803060304,chen8061
190803060304,chen8643
190803060304,chen7855
190803060304,chen8824
190803060304,chen1974
190803060304,chen8642
190803060304,chen8060
190803060304,chen8823
190803060304,chen8641
190803060304,chen7854
190803060304,chen8059
190803060304,chen8640
190803060304,chen1975
190803060304,chen8639
190803060304,chen8638
190803060304,chen8058
190803060304,chen7853
190803060304,chen1976
190803060304,chen8637
190803060304,chen8057
190803060304,chen1977
190803060304,chen7852
190803060304,chen1978
190803060304,chen8056
190803060304,chen8636
190803060304,chen8072
190803060304,chen1979
190803060304,chen7851
190803060304,chen8635
190803060304,chen8055
190803060304,chen8633
190803060304,chen1980
190803060304,chen8634
190803060304,chen7850
190803060304,chen8054
190803060304,chen8632
190803060304,chen1981
190803060304,chen7849
190803060304,chen7991
190803060304,chen8053
190803060304,chen8631
190803060304,chen1982
190803060304,chen8630
190803060304,chen7848
190803060304,chen7990
190803060304,chen8629
190803060304,chen8052
190803060304,chen1983
190803060304,chen7847
190803060304,chen8628
190803060304,chen7989
190803060304,chen8051
190803060304,chen8627
190803060304,chen1984
190803060304,chen7846
190803060304,chen7988
190803060304,chen8050
190803060304,chen1985
190803060304,chen8626
190803060304,chen7845
190803060304,chen1986
190803060304,chen7987
190803060304,chen8049
190803060304,chen7844
190803060304,chen8625
190803060304,chen1987
190803060304,chen7986
190803060304,chen8048
190803060304,chen7843
190803060304,chen1988
190803060304,chen8624
190803060304,chen7985
190803060304,chen1989
190803060304,chen8047
190803060304,chen7842
190803060304,chen8623
190803060304,chen1990
190803060304,chen7984
190803060304,chen7841
190803060304,chen1991
190803060304,chen1996
190803060304,chen8046
190803060304,chen1995
190803060304,chen1992
190803060304,chen1993
190803060304,chen7840
